"id","name","familia_de_partes","producto","descripcion","indice_reciclabilidad","peso_informado","categoria_elemento","tipo_de_parte","es_domiciliario","caracteristicas_reciclable","caracteristicas_retornable","peligrosidad","maetrial","composicion_material","caracteristicas_compostable","caracteristicas_material","producto_por_envase","proporcion_por_envase","tipo_raee","tipo_de_pila","cantidad_pilas","tipo_bateria","name_bateria","tipo_aceite_lubricante","volumen","tipo_neumatico","cantidad_neumatico","material_textil",ratio_textil
"__export__.x_materialidad_2927_f5663bbc","Foam","ENVOLTURAS-PROTECCIÓN-SOPORTE-RELLENO-SLEEVER-TERMOCONTRAIBLE","20453466","(D)SMART TV 32"" HD LT-32KB202 JVC","0","200","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PS que NO contienen sustancias con grasa (6)",,"no aplica","rigido","1","0.18140589569161",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3433_4e6c4057","RAEE",,"20453466","(D)SMART TV 32"" HD LT-32KB202 JVC","0","5100","RAEE",,"0",,"retornable nuevo",,,,,"rigido","1","0","PP - Monitores y pantallas planas",,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3666_a56bc592","PILAS",,"20453466","(D)SMART TV 32"" HD LT-32KB202 JVC","0","6","PILAS",,"0",,"retornable nuevo",,,,,"rigido","1","0",,"Estándar zinc carbón","2",,,,"0",,"0",,0
"__export__.x_materialidad_2926_9141ec07","BAG","BOLSAS","20453466","(D)SMART TV 32"" HD LT-32KB202 JVC","0","1","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEAD que NO contienen sustancias con grasa (2)",,"no aplica","flexible","1","0.00090702947845805",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2928_f313b318","Box","CAJA","20453466","(D)SMART TV 32"" HD LT-32KB202 JVC","0","900","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","1","0.816326530612245",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2931_3bfcfca2","Polyfoam","ENVOLTURAS-PROTECCIÓN-SOPORTE-RELLENO-SLEEVER-TERMOCONTRAIBLE","20433702","(D)SMART TV 40"" FHD LT-40KB385 JVC","0","300","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PS que NO contienen sustancias con grasa (6)",,"no aplica","rigido","1","0.149925037481259",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2932_e1e9e908","Giftbox","CAJA","20433702","(D)SMART TV 40"" FHD LT-40KB385 JVC","0","1700","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","1","0.849575212393803",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3667_1d101444","PILAS",,"20433702","(D)SMART TV 40"" FHD LT-40KB385 JVC","0","6","PILAS",,"0",,"retornable nuevo",,,,,"rigido","1","0",,"Estándar alcalina","2",,,,"0",,"0",,0
"__export__.x_materialidad_3434_5eed633b","RAEE",,"20433702","(D)SMART TV 40"" FHD LT-40KB385 JVC","0","7800","RAEE",,"0",,"retornable nuevo",,,,,"rigido","1","0","PP - Monitores y pantallas planas",,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2930_dfce0bda","Plastic packing bag","BOLSAS","20433702","(D)SMART TV 40"" FHD LT-40KB385 JVC","0","1","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEAD que NO contienen sustancias con grasa (2)",,"no aplica","flexible","1","0.000499750124937531",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2936_3972c90b","BAG","BOLSAS","20411497","(D)SMART TV 43"" FHD LT-43KB385 JVC","0","13","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEAD que NO contienen sustancias con grasa (2)",,"no aplica","flexible","1","0.00600406428967301",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3435_9e131d5f","RAEE",,"20411497","(D)SMART TV 43"" FHD LT-43KB385 JVC","0","6500","RAEE",,"0",,"retornable nuevo",,,,,"rigido","1","0","PP - Monitores y pantallas planas",,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3668_da49ecda","PILAS",,"20411497","(D)SMART TV 43"" FHD LT-43KB385 JVC","0","12","PILAS",,"0",,"retornable nuevo",,,,,"rigido","1","0",,"Estándar zinc carbón","2",,,,"0",,"0",,0
"__export__.x_materialidad_2938_7943881e","Box","CAJA","20411497","(D)SMART TV 43"" FHD LT-43KB385 JVC","0","1830","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","1","0.845187511546278",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2939_a1cac206","Tape","CINTA ADHESIVA- PEGAMENTOS-TAPE","20411497","(D)SMART TV 43"" FHD LT-43KB385 JVC","0","2.2","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","1","0.00101607241825236",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2937_1bea9427","Foam","ENVOLTURAS-PROTECCIÓN-SOPORTE-RELLENO-SLEEVER-TERMOCONTRAIBLE","20411497","(D)SMART TV 43"" FHD LT-43KB385 JVC","0","320","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PS que NO contienen sustancias con grasa (6)",,"no aplica","rigido","1","0.147792351745797",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2707_7320bf19","BAG","BOLSAS","20424791","(D)SMART TV 50"" UHD 4K LT-50KB585 JVC","0","18","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEAD que NO contienen sustancias con grasa (2)",,"no aplica","flexible","1","0.00549115314215985",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3436_1027d70a","RAEE",,"20424791","(D)SMART TV 50"" UHD 4K LT-50KB585 JVC","0","9400","RAEE",,"0",,"retornable nuevo",,,,,"rigido","1","0","PP - Monitores y pantallas planas",,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3669_8fd4b8a9","PILAS",,"20424791","(D)SMART TV 50"" UHD 4K LT-50KB585 JVC","0","6","PILAS",,"0",,"retornable nuevo",,,,,"rigido","1","0",,"Estándar alcalina","2",,,,"0",,"0",,0
"__export__.x_materialidad_2708_a920e7fe","FOAM","ENVOLTURAS-PROTECCIÓN-SOPORTE-RELLENO-SLEEVER-TERMOCONTRAIBLE","20424791","(D)SMART TV 50"" UHD 4K LT-50KB585 JVC","0","520","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PS que NO contienen sustancias con grasa (6)",,"no aplica","rigido","1","0.158633312995729",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2946_08a377a8","Box","CAJA","20453467","(D)SMART TV 55"" 4K UHD ANDROID TV LT-55KB607 JVC","0","3400","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","1","0.838884776708611",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2945_bb997405","Foam","ENVOLTURAS-PROTECCIÓN-SOPORTE-RELLENO-SLEEVER-TERMOCONTRAIBLE","20453467","(D)SMART TV 55"" 4K UHD ANDROID TV LT-55KB607 JVC","0","600","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PS que NO contienen sustancias con grasa (6)",,"no aplica","rigido","1","0.148038490007402",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2947_bb0ebc84","Tape","CINTA ADHESIVA- PEGAMENTOS-TAPE","20453467","(D)SMART TV 55"" 4K UHD ANDROID TV LT-55KB607 JVC","0","3","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","1","0.00074019245003701",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2944_b6dc208c","BAG","BOLSAS","20453467","(D)SMART TV 55"" 4K UHD ANDROID TV LT-55KB607 JVC","0","50","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEBD que NO contienen sustancias con grasa (4)",,"no aplica","flexible","1","0.0123365408339502",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3437_19789512","RAEE",,"20453467","(D)SMART TV 55"" 4K UHD ANDROID TV LT-55KB607 JVC","0","17600","RAEE",,"0",,"retornable nuevo",,,,,"rigido","1","0","PP - Monitores y pantallas planas",,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3670_57fd91b5","PILAS",,"20453467","(D)SMART TV 55"" 4K UHD ANDROID TV LT-55KB607 JVC","0","6","PILAS",,"0",,"retornable nuevo",,,,,"rigido","1","0",,"Estándar alcalina","2",,,,"0",,"0",,0
"__export__.x_materialidad_2666_c8533e50","Giftbox","CAJA","20433703","(D)SMART TV 55"" UHD 4K LT-55KB66 JVC","0","3400","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","1","0.839506172839506",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2665_796c01ec","Polyfoam","ENVOLTURAS-PROTECCIÓN-SOPORTE-RELLENO-SLEEVER-TERMOCONTRAIBLE","20433703","(D)SMART TV 55"" UHD 4K LT-55KB66 JVC","0","600","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PS que NO contienen sustancias con grasa (6)",,"no aplica","rigido","1","0.148148148148148",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3438_56e0677b","RAEE",,"20433703","(D)SMART TV 55"" UHD 4K LT-55KB66 JVC","0","17600","RAEE",,"0",,"retornable nuevo",,,,,"rigido","1","0","PP - Monitores y pantallas planas",,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2664_411e7c57","Plastic packing bag","BOLSAS","20433703","(D)SMART TV 55"" UHD 4K LT-55KB66 JVC","0","50","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEAD que NO contienen sustancias con grasa (2)",,"no aplica","flexible","1","0.0123456790123457",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3671_ec0923fd","PILAS",,"20433703","(D)SMART TV 55"" UHD 4K LT-55KB66 JVC","0","6","PILAS",,"0",,"retornable nuevo",,,,,"rigido","1","0",,"Estándar alcalina","2",,,,"0",,"0",,0
"__export__.x_materialidad_2854_886b1be7","Plastic packing bag","BOLSAS","20424792","(D)SMART TV 58"" UHD 4K LT-58KB585 JVC","0","30","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEAD que NO contienen sustancias con grasa (2)",,"no aplica","flexible","1","0.00555349870418363",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2856_4efee7de","Giftbox","CAJA","20424792","(D)SMART TV 58"" UHD 4K LT-58KB585 JVC","0","4480","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","1","0.82932247315809",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3439_1e45c817","RAEE",,"20424792","(D)SMART TV 58"" UHD 4K LT-58KB585 JVC","0","14200","RAEE",,"0",,"retornable nuevo",,,,,"rigido","1","0","PP - Monitores y pantallas planas",,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3672_7d58dc4d","PILAS",,"20424792","(D)SMART TV 58"" UHD 4K LT-58KB585 JVC","0","12","PILAS",,"0",,"retornable nuevo",,,,,"rigido","1","0",,"Estándar zinc carbón","2",,,,"0",,"0",,0
"__export__.x_materialidad_2855_7b856223","Polyfoam","ENVOLTURAS-PROTECCIÓN-SOPORTE-RELLENO-SLEEVER-TERMOCONTRAIBLE","20424792","(D)SMART TV 58"" UHD 4K LT-58KB585 JVC","0","870","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PS que NO contienen sustancias con grasa (6)",,"no aplica","rigido","1","0.161051462421325",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_54650_5d55ffcb","FOAM","ENVOLTURAS-PROTECCIÓN-SOPORTE-RELLENO-SLEEVER-TERMOCONTRAIBLE","20495278","(D)SMART TV 65"" 4K UHD ANDROID TV LT-65KB608 JVC","0","1255","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PS que NO contienen sustancias con grasa (6)",,"no aplica","rigido","1","0.189662989270062",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_54649_41c0f4a5","BAG","BOLSAS","20495278","(D)SMART TV 65"" 4K UHD ANDROID TV LT-65KB608 JVC","0","100","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEAD que NO contienen sustancias con grasa (2)",,"no aplica","flexible","1","0.0151125887864591",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_54651_9f25ae5b","RAEE",,"20495278","(D)SMART TV 65"" 4K UHD ANDROID TV LT-65KB608 JVC","0","19000","RAEE",,"0",,"retornable nuevo",,,,,"rigido","1","0","PP - Monitores y pantallas planas",,"0",,,,"0",,"0",,0
"__export__.x_materialidad_54652_531ec223","PILAS",,"20495278","(D)SMART TV 65"" 4K UHD ANDROID TV LT-65KB608 JVC","0","6","PILAS",,"0",,"retornable nuevo",,,,,"rigido","1","0",,"Estándar alcalina","2",,,,"0",,"0",,0
"__export__.x_materialidad_2710_e76c53bb","FOAM","ENVOLTURAS-PROTECCIÓN-SOPORTE-RELLENO-SLEEVER-TERMOCONTRAIBLE","20424795","(D)SMART TV 65"" UHD 4K LT-65KB595 JVC","0","1255","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PS que NO contienen sustancias con grasa (6)",,"no aplica","rigido","1","0.189662989270062",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3441_ac2ca968","RAEE",,"20424795","(D)SMART TV 65"" UHD 4K LT-65KB595 JVC","0","19000","RAEE",,"0",,"retornable nuevo",,,,,"rigido","1","0","PP - Monitores y pantallas planas",,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3674_4f784d47","PILAS",,"20424795","(D)SMART TV 65"" UHD 4K LT-65KB595 JVC","0","6","PILAS",,"0",,"retornable nuevo",,,,,"rigido","1","0",,"Estándar alcalina","2",,,,"0",,"0",,0
"__export__.x_materialidad_2709_4ee5ea42","BAG","BOLSAS","20424795","(D)SMART TV 65"" UHD 4K LT-65KB595 JVC","0","100","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEAD que NO contienen sustancias con grasa (2)",,"no aplica","flexible","1","0.0151125887864591",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_54656_c8f8f5a1","RAEE",,"20548325","SMART TV 32"" HD ANDROID LT-32KB218 JVC","0","3800","RAEE",,"0",,"retornable nuevo",,,,,"rigido","1","0","PP - Monitores y pantallas planas",,"0",,,,"0",,"0",,0
"__export__.x_materialidad_54657_96faec6e","PILAS",,"20548325","SMART TV 32"" HD ANDROID LT-32KB218 JVC","0","6","PILAS",,"0",,"retornable nuevo",,,,,"rigido","1","0",,"Estándar alcalina","2",,,,"0",,"0",,0
"__export__.x_materialidad_54655_75cb714a","Giftbox","CAJA","20548325","SMART TV 32"" HD ANDROID LT-32KB218 JVC","0","900","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","1","0.817438692098093",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_54653_a1fe789f","Plastic packing bag","BOLSAS","20548325","SMART TV 32"" HD ANDROID LT-32KB218 JVC","0","1","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEAD que NO contienen sustancias con grasa (2)",,"no aplica","flexible","1","0.000908265213442325",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_54654_605ccb79","Polyfoam","ENVOLTURAS-PROTECCIÓN-SOPORTE-RELLENO-SLEEVER-TERMOCONTRAIBLE","20548325","SMART TV 32"" HD ANDROID LT-32KB218 JVC","0","200","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PS que NO contienen sustancias con grasa (6)",,"no aplica","rigido","1","0.181653042688465",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_54659_1f70ac60","Polyfoam","ENVOLTURAS-PROTECCIÓN-SOPORTE-RELLENO-SLEEVER-TERMOCONTRAIBLE","20484877","SMART TV 32"" HD ANDROID TV LT-32KB208 JVC","0","200","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PS que NO contienen sustancias con grasa (6)",,"no aplica","rigido","1","0.181653042688465",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_54660_5145ba95","Giftbox","CAJA","20484877","SMART TV 32"" HD ANDROID TV LT-32KB208 JVC","0","900","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","1","0.817438692098093",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_54658_29c0b952","Plastic packing bag","BOLSAS","20484877","SMART TV 32"" HD ANDROID TV LT-32KB208 JVC","0","1","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEAD que NO contienen sustancias con grasa (2)",,"no aplica","flexible","1","0.000908265213442325",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_54661_4f9ed295","RAEE",,"20484877","SMART TV 32"" HD ANDROID TV LT-32KB208 JVC","0","3800","RAEE",,"0",,"retornable nuevo",,,,,"rigido","1","0","PP - Monitores y pantallas planas",,"0",,,,"0",,"0",,0
"__export__.x_materialidad_54662_202a5033","PILAS",,"20484877","SMART TV 32"" HD ANDROID TV LT-32KB208 JVC","0","6","PILAS",,"0",,"retornable nuevo",,,,,"rigido","1","0",,"Estándar alcalina","2",,,,"0",,"0",,0
"__export__.x_materialidad_2662_abd8d6d6","Polyfoam","ENVOLTURAS-PROTECCIÓN-SOPORTE-RELLENO-SLEEVER-TERMOCONTRAIBLE","20453470","SMART TV 40"" FHD ANDROID TV LT-40KB308 JVC","0","300","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PS que NO contienen sustancias con grasa (6)",,"no aplica","rigido","1","0.149925037481259",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3442_213f98f3","RAEE",,"20453470","SMART TV 40"" FHD ANDROID TV LT-40KB308 JVC","0","7800","RAEE",,"0",,"retornable nuevo",,,,,"rigido","1","0","PP - Monitores y pantallas planas",,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2661_bbd38a95","Plastic packing bag","BOLSAS","20453470","SMART TV 40"" FHD ANDROID TV LT-40KB308 JVC","0","1","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEAD que NO contienen sustancias con grasa (2)",,"no aplica","flexible","1","0.000499750124937531",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2663_2381166b","Giftbox","CAJA","20453470","SMART TV 40"" FHD ANDROID TV LT-40KB308 JVC","0","1700","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","1","0.849575212393803",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3675_dd232dc3","PILAS",,"20453470","SMART TV 40"" FHD ANDROID TV LT-40KB308 JVC","0","6","PILAS",,"0",,"retornable nuevo",,,,,"rigido","1","0",,"Estándar alcalina","2",,,,"0",,"0",,0
"__export__.x_materialidad_54671_b4c8c32b","RAEE",,"20484876","SMART TV 50"" UHD ANDROID TV LT-50KB608 JVC","0","9400","RAEE",,"0",,"retornable nuevo",,,,,"rigido","1","0","PP - Monitores y pantallas planas",,"0",,,,"0",,"0",,0
"__export__.x_materialidad_54672_611a642b","PILAS",,"20484876","SMART TV 50"" UHD ANDROID TV LT-50KB608 JVC","0","6","PILAS",,"0",,"retornable nuevo",,,,,"rigido","1","0",,"Estándar alcalina","2",,,,"0",,"0",,0
"__export__.x_materialidad_54670_5c4326e4","FOAM","ENVOLTURAS-PROTECCIÓN-SOPORTE-RELLENO-SLEEVER-TERMOCONTRAIBLE","20484876","SMART TV 50"" UHD ANDROID TV LT-50KB608 JVC","0","520","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PS que NO contienen sustancias con grasa (6)",,"no aplica","rigido","1","0.158633312995729",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_54669_1a2ac203","BAG","BOLSAS","20484876","SMART TV 50"" UHD ANDROID TV LT-50KB608 JVC","0","18","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEAD que NO contienen sustancias con grasa (2)",,"no aplica","flexible","1","0.00549115314215985",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2602_9d865fce","giftbox","CAJA","20334602","(D)PLANCHA A VAPOR RP-2000C RECCO","0","220","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","1","0.977777777777778",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2601_256c2e3c","PE bag","BOLSAS","20334602","(D)PLANCHA A VAPOR RP-2000C RECCO","0","5","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEBD que NO contienen sustancias con grasa (4)",,"no aplica","flexible","1","0.0222222222222222",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2603_f4ba6a4a","master carton","CAJA","20334602","(D)PLANCHA A VAPOR RP-2000C RECCO","0","510","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","4","0.997067448680352",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2604_5d7da351","adhesive tap","CINTA ADHESIVA- PEGAMENTOS-TAPE","20334602","(D)PLANCHA A VAPOR RP-2000C RECCO","0","1.5","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Otros envases PET (1)",,"no aplica","rigido","4","0.00293255131964809",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3497_9e058e52","RAEE",,"20334602","(D)PLANCHA A VAPOR RP-2000C RECCO","0","945","RAEE",,"0",,"retornable nuevo",,,,,"rigido","1","0","AP - Otros aparatos pequeños",,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2644_4eb9b380","adhesive tap","CINTA ADHESIVA- PEGAMENTOS-TAPE","20426254","PLANCHA A VAPOR RPV-STIRO1500 RECCO","0","1.5","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","4","0.00271985494106981",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2641_be77e9c2","PE bag","BOLSAS","20426254","PLANCHA A VAPOR RPV-STIRO1500 RECCO","0","5","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEBD que NO contienen sustancias con grasa (4)",,"no aplica","flexible","1","0.0196078431372549",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3498_85ea8166","RAEE",,"20426254","PLANCHA A VAPOR RPV-STIRO1500 RECCO","0","835","RAEE",,"0",,"retornable nuevo",,,,,"rigido","1","0","AP - Otros aparatos pequeños",,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2643_9bfd284a","master carton","CAJA","20426254","PLANCHA A VAPOR RPV-STIRO1500 RECCO","0","550","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","4","0.99728014505893",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2642_157e2020","giftbox","CAJA","20426254","PLANCHA A VAPOR RPV-STIRO1500 RECCO","0","250","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","1","0.980392156862745",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2600_58cb467a","adhesive tap","CINTA ADHESIVA- PEGAMENTOS-TAPE","20334601","SANDWICHERA RSA-6150 NEG RECCO","0","1.5","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","8","0.00289855072463768",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2599_697554c2","master carton","CAJA","20334601","SANDWICHERA RSA-6150 NEG RECCO","0","516","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","8","0.997101449275362",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2598_6d495d6c","gift box","CAJA","20334601","SANDWICHERA RSA-6150 NEG RECCO","0","220","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","1","0.977777777777778",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3502_a0bfbbd2","RAEE",,"20334601","SANDWICHERA RSA-6150 NEG RECCO","0","1150","RAEE",,"0",,"retornable nuevo",,,,,"rigido","1","0","AP - Otros aparatos pequeños",,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2597_bdde03ff","PE bag","BOLSAS","20334601","SANDWICHERA RSA-6150 NEG RECCO","0","5","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEBD que NO contienen sustancias con grasa (4)",,"no aplica","flexible","1","0.0222222222222222",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2925_54dc7b3d","adhesive tap","CINTA ADHESIVA- PEGAMENTOS-TAPE","20439392","SANDWICHERA 3 EN 1 WSM-BRATEN3 NEG WURDEN","0","1.5","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PP que NO contienen sustancias con grasa (5)",,"no aplica","flexible","8","0.00289855072463768",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2922_22075380","PE bag","BOLSAS","20439392","SANDWICHERA 3 EN 1 WSM-BRATEN3 NEG WURDEN","0","5","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Envases de PEBD que NO contienen sustancias con grasa (4)",,"no aplica","flexible","1","0.0222222222222222",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2924_9360fcc7","master carton","CAJA","20439392","SANDWICHERA 3 EN 1 WSM-BRATEN3 NEG WURDEN","0","516","EYE NO Domiciliario","SECUNDARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","8","0.997101449275362",,,"0",,,,"0",,"0",,0
"__export__.x_materialidad_3503_db86ae3e","RAEE",,"20439392","SANDWICHERA 3 EN 1 WSM-BRATEN3 NEG WURDEN","0","1150","RAEE",,"0",,"retornable nuevo",,,,,"rigido","1","0","AP - Otros aparatos pequeños",,"0",,,,"0",,"0",,0
"__export__.x_materialidad_2923_b5cb3979","gift box","CAJA","20439392","SANDWICHERA 3 EN 1 WSM-BRATEN3 NEG WURDEN","0","220","EYE Domiciliario","PRIMARIO","0","sin material reciclado","no retornable","residuo NO peligroso","Cartón",,"no aplica","corrugado","1","0.977777777777778",,,"0",,,,"0",,"0",,0
